token,count,category,proposed_modern_form,confidence,notes
pacalalabisin,1,A,pakalalabisin,Medium,Archaic intervocalic c
catawa,1,A,katawa,Medium,Archaic ca/co/cu start
gobernadorcillong,1,B,,Medium,Spanish/Foreign pattern (ce/ci)
macalimang,1,A,makalimang,Medium,Archaic intervocalic c
cawacasang,1,A,kawakasang,Medium,Archaic ca/co/cu start
pintacasing,1,A,pintakasing,Medium,Archaic intervocalic c
caumpoc,1,A,kaumpok,Medium,Archaic ca/co/cu start
cabuntutan,1,A,kabuntutan,Medium,Archaic ca/co/cu start
napacamahalaga,1,A,napakamahalaga,Medium,Archaic intervocalic c
camusmusang,1,A,kamusmusang,Medium,Archaic ca/co/cu start
capulungan,1,A,kapulungan,Medium,Archaic ca/co/cu start
capamanhican,1,A,kapamanhikan,Medium,Archaic ca/co/cu start
Macapagsasalita,1,C,,High,Proper Noun (Contains c)
macapagpahid,1,A,makapagpahid,Medium,Archaic intervocalic c
napacaganda,1,A,napakaganda,Medium,Archaic intervocalic c
macapagsalitang,1,A,makapagsalitang,Medium,Archaic intervocalic c
Sangcataoha'y,1,C,,High,Proper Noun (Contains c)
Conscripti,1,C,,High,Proper Noun (Capitalized ca/co/cu)
catayuan,1,A,katayuan,Medium,Archaic ca/co/cu start
capos,1,A,kapos,Medium,Archaic ca/co/cu start
conscripti,1,A,konskripti,Medium,Archaic ca/co/cu start
mapaclihan,1,E,,Medium,Uncertain
mapapanucala,1,A,mapapanukala,Medium,Archaic intervocalic c
catalo,1,A,katalo,Medium,Archaic ca/co/cu start
nacapuspos,1,A,nakapuspos,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
macahihiguit,1,A,makahihiguit,Medium,Archaic intervocalic c
cahambugan,1,A,kahambugan,Medium,Archaic ca/co/cu start
Ititic,1,A,Ititik,Medium,Archaic ending -c
makipagcayari,1,E,,Medium,Uncertain
cabooa'y,1,A,kabooa'y,Medium,Archaic ca/co/cu start
cohaton,1,A,kohaton,Medium,Archaic ca/co/cu start
cohatong,1,A,kohatong,Medium,Archaic ca/co/cu start
nacacagulat,1,A,nakakagulat,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
coleton,1,A,koleton,Medium,Archaic ca/co/cu start
nacatiis,1,A,nakatiis,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
icalawa,1,A,ikalawa,Medium,Archaic intervocalic c
Cieston,1,C,,High,Proper/Spanish
iculit,1,A,ikulit,Medium,Archaic intervocalic c
Natacpang,1,C,,High,Proper Noun (Contains c)
maipangalaratac,1,A,maipangalaratak,Medium,Archaic ending -c
nacagawa,1,A,nakagawa,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
Cumampi,1,A,Kumampi,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pinagcalooban,1,E,,Medium,Uncertain
pinacamalamig,1,A,pinakamalamig,Medium,Archaic intervocalic c
mapacaraming,1,A,mapakaraming,Medium,Archaic intervocalic c
comedia'y,1,A,komedia'y,Medium,Archaic ca/co/cu start
macapagpupuyat,1,A,makapagpupuyat,Medium,Archaic intervocalic c
macapakikinig,1,A,makapakikinig,Medium,Archaic intervocalic c
pinagcaisahang,1,E,,Medium,Uncertain
lechong,1,B,,Medium,Spanish/Foreign (ch)
Cahambugan,1,C,,High,Proper Noun (Capitalized ca/co/cu)
matatalic,1,A,matatalik,Medium,Archaic ending -c
pinacacalasag,1,A,pinakakalasag,Medium,Archaic intervocalic c
Caguilaguilalas,1,C,,High,Proper Noun (Capitalized ca/co/cu)
cumiyang,1,A,kumiyang,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pinauunlacang,1,A,pinauunlakang,Medium,Archaic intervocalic c
pagsicapang,1,A,pagsikapang,Medium,Archaic intervocalic c
nalicom,1,A,nalikom,Medium,Archaic intervocalic c
ikinacarga,1,A,ikinakarga,Medium,Archaic intervocalic c
catowatowa,1,A,katowatowa,Medium,Archaic ca/co/cu start
culangin,1,A,kulangin,Medium,Archaic ca/co/cu start
actor,1,E,,Medium,Uncertain
macaganap,1,A,makaganap,Medium,Archaic intervocalic c
magcatuto,1,A,magkatuto,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nalilicom,1,A,nalilikom,Medium,Archaic intervocalic c
Macapagtatatag,1,C,,High,Proper Noun (Contains c)
pinagcaugalian,1,E,,Medium,Uncertain
catuwa,1,A,katuwa,Medium,Archaic ca/co/cu start
pagkakapacain,1,A,pagkakapakain,Medium,Archaic intervocalic c
macabihira,1,A,makabihira,Medium,Archaic intervocalic c
capanglaw,1,A,kapanglaw,Medium,Archaic ca/co/cu start
mapacali,1,A,mapakali,Medium,Archaic intervocalic c
kinuscos,1,E,,Medium,Uncertain
Nagcacagugol,1,A,Nagkakagugol,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nagcapanahon,1,A,nagkapanahon,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
iniwasac,1,A,iniwasak,Medium,Archaic ending -c
tinatacbo,1,E,,Medium,Uncertain
nanucol,1,A,nanukol,Medium,Archaic intervocalic c
Tumatacbong,1,C,,High,Proper Noun (Contains c)
bacuran,1,A,bakuran,Medium,Archaic intervocalic c
canpangahasan,1,A,kanpangahasan,Medium,Archaic ca/co/cu start
nanganacaw,1,A,nanganakaw,Medium,Archaic intervocalic c
Nacahinga,1,A,Nakahinga,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pacapupuspusin,1,A,pakapupuspusin,Medium,Archaic intervocalic c
nagcoconowang,1,A,nagkokonowang,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pumipiyac,1,A,pumipiyak,Medium,Archaic ending -c
nangacacaraan,1,A,nangakakaraan,Medium,Archaic intervocalic c
nacalalayo,1,A,nakalalayo,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pinacamatanda'y,1,A,pinakamatanda'y,Medium,Archaic intervocalic c
nacatanan,1,A,nakatanan,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
madayucdoc,1,A,madayukdok,Medium,Archaic ending -c
sisicapat,1,A,sisikapat,Medium,Archaic intervocalic c
Caming,1,C,,High,Proper Noun (Capitalized ca/co/cu)
pagsisicapan,1,A,pagsisikapan,Medium,Archaic intervocalic c
capaitpaitan,1,A,kapaitpaitan,Medium,Archaic ca/co/cu start
macatatacbo,1,A,makatatakbo,Medium,Archaic intervocalic c
macapagpapauna,1,A,makapagpapauna,Medium,Archaic intervocalic c
nangacasacay,1,A,nangakasakay,Medium,Archaic intervocalic c
nangacabitin,1,A,nangakabitin,Medium,Archaic intervocalic c
guiniguiic,1,A,guiniguiik,Medium,Archaic ending -c
caunatan,1,A,kaunatan,Medium,Archaic ca/co/cu start
cawayanang,1,A,kawayanang,Medium,Archaic ca/co/cu start
campana't,1,A,kampana't,Medium,Archaic ca/co/cu start
nacatingin,1,A,nakatingin,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
cahihiyang,1,A,kahihiyang,Medium,Archaic ca/co/cu start
nasalicuran,1,A,nasalikuran,Medium,Archaic intervocalic c
Nacaramdam,1,A,Nakaramdam,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nawasac,1,A,nawasak,Medium,Archaic ending -c
nacapagpapagalaw,1,A,nakapagpapagalaw,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nagpapacatal,1,A,nagpapakatal,Medium,Archaic intervocalic c
caagulong,1,A,kaagulong,Medium,Archaic ca/co/cu start
nacatacas,1,A,nakatakas,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
piniyacpiyac,1,A,piniyakpiyak,Medium,Archaic ending -c
nacauncot,1,A,nakaunkot,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
curipot,1,A,kuripot,Medium,Archaic ca/co/cu start
magsacdal,1,E,,Medium,Uncertain
nuncio,1,B,,Medium,Spanish/Foreign pattern (ce/ci)
nacacucubli,1,A,nakakukubli,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
umaacya't,1,E,,Medium,Uncertain
namimisic,1,A,namimisik,Medium,Archaic ending -c
nacasusunog,1,A,nakasusunog,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pagpapalacadlacad,1,A,pagpapalakadlakad,Medium,Archaic intervocalic c
catatacutan,1,A,katatakutan,Medium,Archaic ca/co/cu start
Pinagcalooban,1,C,,High,Proper Noun (Contains c)
macatcat,1,A,makatkat,Medium,Archaic intervocalic c
casiyang,1,A,kasiyang,Medium,Archaic ca/co/cu start
macaya,1,A,makaya,Medium,Archaic intervocalic c
cocinerong,1,B,,Medium,Spanish/Foreign pattern (ce/ci)
nacapagpapaalab,1,A,nakapagpapaalab,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
Nangagcucruz,1,C,,High,Proper Noun (Contains c)
nacacagunita,1,A,nakakagunita,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pihicang,1,A,pihikang,Medium,Archaic intervocalic c
mahalimuyac,1,A,mahalimuyak,Medium,Archaic ending -c
pagbalican,1,A,pagbalikan,Medium,Archaic intervocalic c
magbucang,1,A,magbukang,Medium,Archaic intervocalic c
macasunod,1,A,makasunod,Medium,Archaic intervocalic c
Nacasasama,1,A,Nakasasama,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pagkaculang,1,A,pagkakulang,Medium,Archaic intervocalic c
Catungculang,1,C,,High,Proper Noun (Capitalized ca/co/cu)
macasasama,1,A,makasasama,Medium,Archaic intervocalic c
nacacahaguip,1,A,nakakahaguip,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pagkakalangcap,1,E,,Medium,Uncertain
Mapanucsong,1,C,,High,Proper Noun (Contains c)
Ipagmacaawa,1,C,,High,Proper Noun (Contains c)
macatiguil,1,A,makatiguil,Medium,Archaic intervocalic c
nacagagalac,1,A,nakagagalak,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nagcacacapitcapit,1,A,nagkakakapitkapit,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nangagcucurutan,1,A,nangagkukurutan,Medium,Archaic intervocalic c
naghahalakhacan,1,A,naghahalakhakan,Medium,Archaic intervocalic c
ipinagwiwica,1,A,ipinagwiwika,Medium,Archaic intervocalic c
nagcacaingay,1,A,nagkakaingay,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
napacamatuluguin,1,A,napakamatuluguin,Medium,Archaic intervocalic c
nangacalilimot,1,A,nangakalilimot,Medium,Archaic intervocalic c
Conowari,1,C,,High,Proper Noun (Capitalized ca/co/cu)
pacahigpit,1,A,pakahigpit,Medium,Archaic intervocalic c
Nangagsisilacad,1,C,,High,Proper Noun (Contains c)
nacacapag,1,A,nakakapag,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
macaanim,1,A,makaanim,Medium,Archaic intervocalic c
macapagmimisa,1,A,makapagmimisa,Medium,Archaic intervocalic c
clavel,1,E,,Medium,Uncertain
casuy,1,A,kasuy,Medium,Archaic ca/co/cu start
cogin,1,A,kogin,Medium,Archaic ca/co/cu start
Mangagcruz,1,C,,High,Proper Noun (Contains c)
caalon,1,A,kaalon,Medium,Archaic ca/co/cu start
nagcacabucod,1,A,nagkakabukod,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pangsicsic,1,A,pangsiksik,Medium,Archaic ending -c
sicsic,1,A,siksik,Medium,Archaic ending -c
pinagcayariang,1,E,,Medium,Uncertain
casinggaling,1,A,kasinggaling,Medium,Archaic ca/co/cu start
cafeng,1,A,kafeng,Medium,Archaic ca/co/cu start
nacapagpapasaya,1,A,nakapagpapasaya,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
ganacacaramdam,1,A,ganakakaramdam,Medium,Archaic intervocalic c
nacapagpapatahimic,1,A,nakapagpapatahimik,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
macaiinom,1,A,makaiinom,Medium,Archaic intervocalic c
mapacalaon,1,A,mapakalaon,Medium,Archaic intervocalic c
nagcacaanino,1,A,nagkakaanino,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nangagagalac,1,A,nangagagalak,Medium,Archaic ending -c
upac,1,A,upak,Medium,Archaic ending -c
bumabalic,1,A,bumabalik,Medium,Archaic ending -c
casucasuang,1,A,kasukasuang,Medium,Archaic ca/co/cu start
icucot,1,A,ikukot,Medium,Archaic intervocalic c
macapagagahan,1,A,makapagagahan,Medium,Archaic intervocalic c
calaway,1,A,kalaway,Medium,Archaic ca/co/cu start
aacyat,1,E,,Medium,Uncertain
camias,1,A,kamias,Medium,Archaic ca/co/cu start
casinghahaba,1,A,kasinghahaba,Medium,Archaic ca/co/cu start
Cantahin,1,C,,High,Proper Noun (Capitalized ca/co/cu)
cumantang,1,A,kumantang,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pumalacpac,1,A,pumalakpak,Medium,Archaic ending -c
Sackingen,1,C,,High,Proper Noun (Contains c)
cacucurot,1,A,kakukurot,Medium,Archaic ca/co/cu start
nacahanda,1,A,nakahanda,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pinagtatalicupan,1,A,pinagtatalikupan,Medium,Archaic intervocalic c
Lasciate,1,C,,High,Proper/Spanish
ch'entrate,1,B,,Medium,Spanish/Foreign (ch)
culong,1,A,kulong,Medium,Archaic ca/co/cu start
macatitindig,1,A,makatitindig,Medium,Archaic intervocalic c
naglulucsuhan,1,E,,Medium,Uncertain
lumulucsong,1,E,,Medium,Uncertain
nacapamuti,1,A,nakapamuti,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
casirasira,1,A,kasirasira,Medium,Archaic ca/co/cu start
macacahuli,1,A,makakahuli,Medium,Archaic intervocalic c
nababaluctot,1,E,,Medium,Uncertain
calaliman,1,A,kalaliman,Medium,Archaic ca/co/cu start
pinacabatalan,1,A,pinakabatalan,Medium,Archaic intervocalic c
Ipinagcaloob,1,C,,High,Proper Noun (Contains c)
Magcacasacuna,1,A,Magkakasakuna,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pinacauban,1,A,pinakauban,Medium,Archaic intervocalic c
nacacagunitang,1,A,nakakagunitang,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
tinapacan,1,A,tinapakan,Medium,Archaic intervocalic c
tinicom,1,A,tinikom,Medium,Archaic intervocalic c
Tinicman,1,C,,High,Proper Noun (Contains c)
ibinalantoc,1,A,ibinalantok,Medium,Archaic ending -c
nacaladcad,1,A,nakaladkad,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nagpapasuco,1,A,nagpapasuko,Medium,Archaic intervocalic c
nagcapanahong,1,A,nagkapanahong,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
guloc,1,A,gulok,Medium,Archaic ending -c
nacasisisid,1,A,nakasisisid,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
sumulac,1,A,sumulak,Medium,Archaic ending -c
tutucsuhin,1,E,,Medium,Uncertain
nacasama,1,A,nakasama,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
afinacion,1,B,,Medium,Spanish/Foreign pattern (ce/ci)
kinacamot,1,A,kinakamot,Medium,Archaic intervocalic c
caguinsaguisa'y,1,A,kaguinsaguisa'y,Medium,Archaic ca/co/cu start
cailanis,1,A,kailanis,Medium,Archaic ca/co/cu start
escabeche,1,B,,Medium,Spanish/Foreign (ch)
cawali,1,A,kawali,Medium,Archaic ca/co/cu start
banac,1,A,banak,Medium,Archaic ending -c
calamanlaman,1,A,kalamanlaman,Medium,Archaic ca/co/cu start
cutya,1,A,kutya,Medium,Archaic ca/co/cu start
wacwac,1,A,wakwak,Medium,Archaic ending -c
nacahahabag,1,A,nakahahabag,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
Cebu,1,C,,High,Proper/Spanish
nacapamamanglaw,1,A,nakapamamanglaw,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nangagcacatuwa,1,A,nangagkakatuwa,Medium,Archaic intervocalic c
malacucong,1,A,malakukong,Medium,Archaic intervocalic c
nagcacasabitsabit,1,A,nagkakasabitsabit,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nacayayayat,1,A,nakayayayat,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nacapagpapalalim,1,A,nakapagpapalalim,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
magcacailangang,1,A,magkakailangang,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
Nacapagpahakhak,1,A,Nakapagpahakhak,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pagkacolegiala,1,A,pagkakolegiala,Medium,Archaic intervocalic c
Nacalugay,1,A,Nakalugay,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
Acteon,1,C,,High,Proper Noun (Contains c)
masucal,1,A,masukal,Medium,Archaic intervocalic c
pagkakabacod,1,A,pagkakabakod,Medium,Archaic intervocalic c
pinacabubong,1,A,pinakabubong,Medium,Archaic intervocalic c
Nacatanaw,1,A,Nakatanaw,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
Nangagbubucas,1,C,,High,Proper Noun (Contains c)
nangagbibiyac,1,A,nangagbibiyak,Medium,Archaic ending -c
nacalugay,1,A,nakalugay,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pamumucadcad,1,A,pamumukadkad,Medium,Archaic intervocalic c
naucol,1,A,naukol,Medium,Archaic intervocalic c
coadjator,1,A,koadjator,Medium,Archaic ca/co/cu start
pinacasalamin,1,A,pinakasalamin,Medium,Archaic intervocalic c
Nagcagat,1,A,Nagkagat,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pagtaliwacas,1,A,pagtaliwakas,Medium,Archaic intervocalic c
cagugulat,1,A,kagugulat,Medium,Archaic ca/co/cu start
nangagcaroon,1,E,,Medium,Uncertain
nacacaganti,1,A,nakakaganti,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
Nagcagayon,1,A,Nagkagayon,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nacacahuli,1,A,nakakahuli,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
capamahay,1,A,kapamahay,Medium,Archaic ca/co/cu start
nacalubos,1,A,nakalubos,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nagcacagalit,1,A,nagkakagalit,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nangagsicuha,1,A,nangagsikuha,Medium,Archaic intervocalic c
Audienciang,1,C,,High,Proper/Spanish
macahatol,1,A,makahatol,Medium,Archaic intervocalic c
nangagcapisan,1,E,,Medium,Uncertain
capanahunang,1,A,kapanahunang,Medium,Archaic ca/co/cu start
cacadakilaan,1,A,kakadakilaan,Medium,Archaic ca/co/cu start
calaghatian,1,A,kalaghatian,Medium,Archaic ca/co/cu start
macapa,1,A,makapa,Medium,Archaic intervocalic c
pagkapagcaloob,1,E,,Medium,Uncertain
cartong,1,A,kartong,Medium,Archaic ca/co/cu start
magcacabait,1,A,magkakabait,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nagcabuhoc,1,A,nagkabuhok,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
palaca,1,A,palaka,Medium,Archaic intervocalic c
Pinagcayarian,1,C,,High,Proper Noun (Contains c)
Nacatanong,1,A,Nakatanong,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
conglinalayon,1,A,konglinalayon,Medium,Archaic ca/co/cu start
Napacapangit,1,C,,High,Proper Noun (Contains c)
binubuclatbuclat,1,E,,Medium,Uncertain
nacaw,1,A,nakaw,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nacapagsasangalang,1,A,nakapagsasangalang,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nagcapantay,1,A,nagkapantay,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
Nangagcamay,1,C,,High,Proper Noun (Contains c)
ipinagcacatuwa,1,A,ipinagkakatuwa,Medium,Archaic intervocalic c
magcalaban,1,A,magkalaban,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
Papuputucan,1,C,,High,Proper Noun (Contains c)
capanayam,1,A,kapanayam,Medium,Archaic ca/co/cu start
calalampas,1,A,kalalampas,Medium,Archaic ca/co/cu start
pagkawica,1,A,pagkawika,Medium,Archaic intervocalic c
tinalicuran,1,A,tinalikuran,Medium,Archaic intervocalic c
naaangcap,1,E,,Medium,Uncertain
macatanto,1,A,makatanto,Medium,Archaic intervocalic c
maputic,1,A,maputik,Medium,Archaic ending -c
ipatahac,1,A,ipatahak,Medium,Archaic ending -c
pinacapalopalo,1,A,pinakapalopalo,Medium,Archaic intervocalic c
lusac,1,A,lusak,Medium,Archaic ending -c
caningasan,1,A,kaningasan,Medium,Archaic ca/co/cu start
mascara,1,E,,Medium,Uncertain
macagambala,1,A,makagambala,Medium,Archaic intervocalic c
copto,1,A,kopto,Medium,Archaic ca/co/cu start
egipciong,1,B,,Medium,Spanish/Foreign pattern (ce/ci)
macapaglilingcod,1,A,makapaglilingkod,Medium,Archaic intervocalic c
Cumalat,1,A,Kumalat,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
napacapangahas,1,A,napakapangahas,Medium,Archaic intervocalic c
doncella,1,B,,Medium,Spanish/Foreign pattern (ce/ci)
calalabasan,1,A,kalalabasan,Medium,Archaic ca/co/cu start
pinagbabalac,1,A,pinagbabalak,Medium,Archaic ending -c
nagtatacang,1,A,nagtatakang,Medium,Archaic intervocalic c
ibalic,1,A,ibalik,Medium,Archaic ending -c
nacapagpalaki,1,A,nakapagpalaki,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pinagcatiwalaan,1,E,,Medium,Uncertain
sinactan,1,E,,Medium,Uncertain
pangyapac,1,A,pangyapak,Medium,Archaic ending -c
Inocencio,1,C,,High,Proper/Spanish
mangagcacaisa,1,A,mangagkakaisa,Medium,Archaic intervocalic c
napacapanganib,1,A,napakapanganib,Medium,Archaic intervocalic c
napacalampas,1,A,napakalampas,Medium,Archaic intervocalic c
macagayo'y,1,A,makagayo'y,Medium,Archaic intervocalic c
macapanghihina,1,A,makapanghihina,Medium,Archaic intervocalic c
magpapanucala,1,A,magpapanukala,Medium,Archaic intervocalic c
pinacalabis,1,A,pinakalabis,Medium,Archaic intervocalic c
nacaririnig,1,A,nakaririnig,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
Tinatacot,1,C,,High,Proper Noun (Contains c)
tinatacot,1,A,tinatakot,Medium,Archaic intervocalic c
macawawala,1,A,makawawala,Medium,Archaic intervocalic c
pinacasusuyo,1,A,pinakasusuyo,Medium,Archaic intervocalic c
linacbay,1,E,,Medium,Uncertain
mapapacalabis,1,A,mapapakalabis,Medium,Archaic intervocalic c
cahingiang,1,A,kahingiang,Medium,Archaic ca/co/cu start
nagcacahirap,1,A,nagkakahirap,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
napacaraming,1,A,napakaraming,Medium,Archaic intervocalic c
camandag,1,A,kamandag,Medium,Archaic ca/co/cu start
icacailang,1,A,ikakailang,Medium,Archaic intervocalic c
nagbabalac,1,A,nagbabalak,Medium,Archaic ending -c
pagkapanucala,1,A,pagkapanukala,Medium,Archaic intervocalic c
capaslanga'y,1,A,kapaslanga'y,Medium,Archaic ca/co/cu start
nacatupad,1,A,nakatupad,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
magcatiwala,1,A,magkatiwala,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
marupoc,1,A,marupok,Medium,Archaic ending -c
magcahirap,1,A,magkahirap,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
macapagbuhay,1,A,makapagbuhay,Medium,Archaic intervocalic c
maipangaco,1,A,maipangako,Medium,Archaic intervocalic c
magcaayos,1,A,magkaayos,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
magpacaimbi,1,A,magpakaimbi,Medium,Archaic intervocalic c
pinapacacautangan,1,A,pinapakakautangan,Medium,Archaic intervocalic c
Hagcan,1,C,,High,Proper Noun (Contains c)
macayari,1,A,makayari,Medium,Archaic intervocalic c
catiyagaa't,1,A,katiyagaa't,Medium,Archaic ca/co/cu start
nacatanim,1,A,nakatanim,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
macapanglulupaypa'y,1,A,makapanglulupaypa'y,Medium,Archaic intervocalic c
pinacabacod,1,A,pinakabakod,Medium,Archaic intervocalic c
macacapipintas,1,A,makakapipintas,Medium,Archaic intervocalic c
caitaasang,1,A,kaitaasang,Medium,Archaic ca/co/cu start
nacacacapit,1,A,nakakakapit,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
inacat,1,A,inakat,Medium,Archaic intervocalic c
magpapacaliit,1,A,magpapakaliit,Medium,Archaic intervocalic c
maruruclay,1,E,,Medium,Uncertain
capangahasang,1,A,kapangahasang,Medium,Archaic ca/co/cu start
makihamoc,1,A,makihamok,Medium,Archaic ending -c
icalalago,1,A,ikalalago,Medium,Archaic intervocalic c
magpacunwari,1,A,magpakunwari,Medium,Archaic intervocalic c
iniacala,1,A,iniakala,Medium,Archaic intervocalic c
macasagot,1,A,makasagot,Medium,Archaic intervocalic c
macaaaliw,1,A,makaaaliw,Medium,Archaic intervocalic c
cahinatna'y,1,A,kahinatna'y,Medium,Archaic ca/co/cu start
macapagpalacas,1,A,makapagpalakas,Medium,Archaic intervocalic c
catwiran,1,A,katwiran,Medium,Archaic ca/co/cu start
pinacahigpit,1,A,pinakahigpit,Medium,Archaic intervocalic c
