token,frequency,capitalized_count,pattern_match,modern_suggestion,confidence,auto_action,sample_contexts
flequillo,2,0,QU_TO_K,flekillo,HIGH,REVIEW,"['5653: Samantalang binabago niya ang kalagayan ng kanyang asawa\'y hindi niya nililimot ang kanyang sariling katawan: kanyang iniwan ang sayang sutla at ang barong pinya at ang guinamit niya\'y ang pananamit europea; inihalili niya sa madaling gawing puyod ng mga filipina ang magdarayang mga ""flequillo"", at sa pamamag-itan ng kanyang mga pananamit na cagulatgulat ang sa kanya\'y hindi pagkabagay, binigyang niyang ligalig ang capayapaan ng tahimic at walang guinagawang mga mamamayan.', ""5686: Ipinag-utos sa lahat ng mga lingcod nila sa bahay na itawag sa kanila ang kanilang mga bagong titulo, at dahil dito'y naragdagan ang bilang ng mga flequillo, cumapal ang pahid na polvos de arroz, at dumami ang mga cintas at ang mga encaje, at lalo ng tiningnang ng malaking pagpapawalang halaga ang kanyang mga aba at kulang palad na mga cababayang babae, na ang mga asawa'y mababa ang camahalan kay sa kanyang asawa.""]"
caapihang,2,0,C_TO_K,kaapihang,HIGH,REVIEW,"[""1984: —Hindi ko dapat icahiya ang pagsasaysay ng mga caapihang aking tinitiis, sino mang malagay sa kinalalagyan ko'y gayon din marahil ang uugaliin."", ""8355: ¡Tatawaguin ko ang bayang mangmang na iyan, ipakikilala ko sa kanya ang imbi niyang kalagayan; na huwag siyang umisip sa mga kapatid; wala nga kung hindi mga lobo na nangaglalamunan, at sasabihin ko sa kanilang laban sa caapihang ito'y tumitindig at tumututol ang walang hanggang carapatan ng tao upang tuclasin sa lakas ang kanyang calayaan!""]"
sinasacal,2,0,C_TO_K,sinasakal,HIGH,REVIEW,"['6189: —Tingnan naman natin ngayon ang bulik,—ang sabi ng tinig na tila sinasacal.', '8237: —ang biglang sinabi ni Crisostomo, na parang sinasacal.']"
nacadamit,2,0,C_TO_K,nakadamit,HIGH,REVIEW,"['3905: Sa pagmamasid ng pagtanggap niya ng aso ng incienso, masasabing totoo nga ang sabi ni Galeno, na naniniwalang pumapasoc daw ang usoc sa bao ng ulo, pagkaraan sa butas ng ilong na ang tuloy ay sa salaang but-o, sa pagka\'t siya\'y lumilindig, iniiling-ay ang ulo sa likod, pagkatapos ay lumalacad na patungo sa gitna ng altar ng lubhang malaking pagmamakisig at caguilasan, hanggang sa acalain ni kapitan Tiagong daig niya sa cagalingang cumiya ang comedianteng insic ng gabing nagdaang nacadamit emperador, may pinta ang mukha may maliliit na bandera sa likod, ang balbas ay buntot ng kabayo at makapal ang ""suclas"" ng sapin.', '6287: Namimintana si doña Consolacion, na gaya ng kanyang naging caugalian, nacadamit franela at humihithit ng isang tabaco.']"
nacatutulong,2,0,C_TO_K,nakatutulong,HIGH,REVIEW,"[""2020: Ang mga pamamalo, sa halimbawa, na buhat sa caunaunahang mula'y siyang saguisag ng mga escuelahan, at ang isip ko ng una'y siyang tanging paraang lalong malakas sa pagkatuto,—binihasa tayo sa ganyang ang paniniwala,—aking napagwari ng matapos, na di lamang hindi nacatutulong ng pagsulong ng bata sa pag-aaral, kung di bagcos pang nacasisira sa kanya ng di ano lamang."", '3939: Ang caguilaguilalas na lalang na ito ng Dios, itong hindi mapaglirip na himala ay ang maluwalhating si Diego de Alcala, na, gagamit ako ng isang pagsusumag, sa pagka\'t nacatutulong na magaling ang mga pagsusumag sa pagka unawa ng mga bagay na hindi mapag-abot ng isip, ayon sa wika nga ng iba, sinasabi ko nga na ang dakilang santong ito\'y isang catapustapusang cawal, isang ""ranchero"" (tagapagpacain) lamang sa aming lubhang macapangyarihang hucbong pinag-uutusan ng aming tulad sa serafing Amang si San Francisco, na siyang ikinararangal kong kinapapanigang ako\'y cabo o sargento sa talaga\'t awa ng Dios.']"
pinagcacagugulan,2,0,C_TO_K,pinagkakagugulan,HIGH,REVIEW,"['5659: Nilagyan niya ng isang ""de"" ang apellido ng kanyang asawa; hindi pinagcacagugulan ng ano man ang ""de""; ngunit nacapagbibigay ""categoria"" (camahalan sa pangalan).', '6654: Ito po, bucod sa cahalayhalay, pinagcacagugulan din ng salapi.']"
cumumpisal,2,0,C_TO_K,kumumpisal,HIGH,REVIEW,"['4497: —¿At ang cumumpisal cumare?', '4498: ¿Hindi ba pagpapagal ang cumumpisal?']"
carayama,2,0,C_TO_K,karayama,HIGH,REVIEW,"[""2022: At sa pagka't ng mangyaring malimbag sa ulo ang mga caisipan ay kinacailangang maghari ang catiwasayan, sa labas hanggang sa loob, na magcaroon ng catahimican ang isip, magtamasa ng capayapaan ang katawan at ang calolowa at magtaglay ng masiglang loob, inacala kong ang unang dapat kong gawin ay ang maguing carayama ko ang mga bata, sa macatuwid baga'y huwag nila akong catacutan at ipalagay nila akong kaibigan, at ang sila'y matutong magmahal sa kanilang sarili."", '2049: Nawala ang catiwasayan, at muling naghari na naman ang capanglawan sa mga mukha ng mga batang nagpapasimula na ng pagguiliw sa akin: sila ang tanging mga carayama ko, ang tangi kong mga kaibigan.']"
curot,2,0,C_TO_K,kurot,HIGH,REVIEW,"['2630: "" na ito\'y gawa ng isang curot na sa capanahuna\'y ibinigay kay Sinang ng kanyang ina.', ""2704: Hindi nacapagpapacunot ng alin mang bahagui ng kanyang mukha ang masasayang tawanan at mga biruan ng mga binata't dalaga; hindi nacapagpapangiti sa kanyang matatawaning si Sinang, na napipilitang sumandaling icucot ang kilay kung tumatanggap ng mga curot, upang manag-uli sa dating casayahan.""]"
nacaragdag,2,0,C_TO_K,nakaragdag,HIGH,REVIEW,"[""6279: Nasalubong nila ang alferez, nangagbatian at ito'y nacaragdag ng sama ng loob ni doña Victorina: hindi lamang hindi siya pinuri dahil sa kanyang pananamit, kung di halos siniyasat pa ng palibac ang suot niyang iyon."", '7691: Sumipot na umiiyac na parang musmos si Antoniong anak ni capitana Tinay, bagay na siyang lalong nacaragdag ng mga pagsigaw ng kanyang familia.']"
gramatica,2,0,C_TO_K,gramatika,HIGH,REVIEW,"['1981: Guinamit ko ang paraang lalong magaang, na mga salita at mga pangalan, na ano pa\'t hindi ko isinangcap ang mga dakilang palatuntunan, at ang talaga ko\'y saka ko na ituro ang ""gramatica"", pagka nacauunawa na sila ng wikang kastila.', ""5129: sa pagka't kung pinahihirapan niya ang wikang tagalog, ang wikang kastila'y hindi lumiligtas sa gayong catampalasanan, sa nauucol sa gramatica at gayon din sa pangungusap.""]"
ipinagtutulacan,2,0,C_TO_K,ipinagtutulakan,HIGH,REVIEW,"['1933: Nanaog sa hagdanan ang abang babaeng halos ipinagtutulacan, samantalang nagbubulungbulungan ang mga ""manang"" at pinagbabalacbalac nila ang tungkol sa sakit ng cura.', ""2491: Dahil sa mangyaring ito, si Sisa'y pinalayas sa cuartel na halos ipinagtutulacan, sa pagka't aayaw siyang cumilos.""]"
cabilisan,2,0,C_TO_K,kabilisan,HIGH,REVIEW,"[""3935: at o ng paghinto dakilang iniunat niya ang kanyang canang kamay sa dakong altar at tumitig sa Alcalde, naghalukipkip pagkatapos, na walang ano mang sinasabi; ngunit caguinsaguinsa'y inihalili sa mahinhing kilos ang cagalawan, iniling-ay sa likod ang ulo, itinuro ang dakong pintong malaki na pinutol ang hangin sa pamamag-itan ng taguiliran ng kamay ng buong cabilisan, hanggang sa acalain ng mga sacristang ang cahulugan ng gayong galaw ay ipinag-uutos sa kanilang isara ang mga pinto, at gayon nga ang kanilang ginawa; nagdamdam ligalig ang alferez at nag-alinlangan kung siya'y lalabas o hindi; datapwat nagpapasimula na ang nagsesermon ng pananalitang malakas, puno at mataguinting: tunay nga pala namang totoong matalino sa panggagamot ang dating kanyang tagaalagang babae."", ""4598: Iniangat ang bisig; datapawa't malicsing tulad sa cabilisan ng sinag ng liwanag, pagdaca'y napaguitna ang isang dalaga at piniguil ng kanyang linalic na kamay ang mapaghiganting bisig: ang dalagang iyo'y si Maria Clara.""]"
cawal,2,0,C_TO_K,kawal,HIGH,REVIEW,"['3939: Ang caguilaguilalas na lalang na ito ng Dios, itong hindi mapaglirip na himala ay ang maluwalhating si Diego de Alcala, na, gagamit ako ng isang pagsusumag, sa pagka\'t nacatutulong na magaling ang mga pagsusumag sa pagka unawa ng mga bagay na hindi mapag-abot ng isip, ayon sa wika nga ng iba, sinasabi ko nga na ang dakilang santong ito\'y isang catapustapusang cawal, isang ""ranchero"" (tagapagpacain) lamang sa aming lubhang macapangyarihang hucbong pinag-uutusan ng aming tulad sa serafing Amang si San Francisco, na siyang ikinararangal kong kinapapanigang ako\'y cabo o sargento sa talaga\'t awa ng Dios.', ""5993: Untiunting nangagcacatipon ang mga maygalit sa ilalim ng aking pamiminuno, pinararami ang mga cawal ko ng aking mga kaaway, at sa araw na mapagkilala kong ako'y macapangyarihan na, lulusong ako sa capatagan at tutupukin ko sa apoy ang aking panghihiganti at ang aking sariling buhay!""]"
cainipan,2,0,C_TO_K,kainipan,HIGH,REVIEW,"['2726: Upang libangin ang cainipan ng mga nagmimithing makita kung paano lalabas sa kanilang bilangguan ang mga isdang buhay at nangaggagalawan, kinuha ng magandang si Iday ang kanyang arpa.', ""5118: Narinig din siya ni doña Consolacion sa oras na iyon ng kanyang cainipan, at ng kanyang maalaman kung sino ang cumacanta'y nag-utos:""]"
macasusulat,2,0,C_TO_K,makasusulat,HIGH,REVIEW,"[""1951: —Ngayo'y ginagawa nila ang buong kaya, at sumusulat sila kailan man at macasusulat,—ang isinagot ng binata."", '7771: ¿sino ang macasusulat ng mga cahig-manok!']"
pucol,2,0,C_TO_K,pukol,HIGH,REVIEW,"['6322: Ang pucol na salitaay tumama sa ulo ni doña Victorina; naglilis ito ng manggas, itinicom ang mga daliri, piniing ang mga ngipin at nagpasimula ng pananalita:', '8614: Naramdaman ni Basilio ang isang pucol sa kanyang ulo, ngunit nagtuloy ng pagtacbo at hindi inalumana.']"
calibugan,2,0,C_TO_K,kalibugan,HIGH,REVIEW,"['3937: Kayong mga malalaking macasalanan, mga bihag ng mga moro ng calolowa, na siyang lumalaganap sa mga dagat ng walang hanggang buhay, na pawang nacalulan sa macapangyarihang mga sasacyan ng sa taong katawan at ng mga lugod sa buhay na ito, kayong hindi magcandadala ng mga tanicala ng mahahalay na hilig at ng mga calibugan, at nangagsisigaod sa daong ng taga Infiernong si Satan, masdan ninyo riyan ng mapitagang pagkahiya ang tumutubos sa mga calolowa sa pagkabihag ng demonio, ang matapang na Gedeon, ang malakas na loob na David, ang mapagwaguing Roldan ng cacristianohan, ang tagalangit na guardia civil, na higuit ang catapangan sa lahat ng mga guardia civil kahi\'t pagsamasamahin ang mga guardia civil ngayon at ang sa bukas pa"".', '4076: Ito an mana gawa nan calibugan at nan hindi paglayo sa calupaan nan panahon ito!']"
calabaza,2,0,C_TO_K,kalabaza,HIGH,REVIEW,"['2725: Linilinis ng mga dalaga ang mga talbos ng calabaza, hinihimay ang mga patani at pinapuputolputol ang mga paayap ng casinghahaba ng cigarrillo.', ""8509: Sa ibabaw ng kanyang bubong na cugon ay gumagapang na sagana sa calaguan ang calabaza, na humihitic ng mga bunga at ng mga bulaklak; napapamutihan ang abang tahanang iyon ng mga sungay ng usa't ng mga bungo ng baboy-ramo, na may mga pangil ang iba.""]"
bubucal,2,0,C_TO_K,bubukal,HIGH,REVIEW,"['3936: ""¡Nagniningning at cumikislap ang altar, malapad ang malaking pinto, ang hangin ang sasacyan ng santong wika ng Dios na bubucal sa aking bibig, pakinggan nga ninyo ng mga pangdingig ng kaluluwa at ng puso at ng hindi mangalaglag ang mga salita ng Panginoon sa lupang batuhan at canin ng mga ibon sa Infierno, kung di ang kayo\'y lumago at sumibol na katulad ng isang santong binhi sa linang ng ating cagalanggalang at huwad sa serafing Amang si San Francisco!', ""6977: Mapipilit ang ilang mga calooban, mapapatay ang ilang mga tao, ngunit ito'y walang cabuluhan: magpapatuloy ng paglakad sa kanyang landas ang Pagsulong, at sa dugo ng mga mabulagta'y bubucal ang mga bago't malalacas na mga suwi.""]"
nagcacaroon,2,0,C_TO_K,nagkakaroon,HIGH,REVIEW,"['4437: Ang isa\'y nagcacamali ng paggamit ng mga ""cubierto"" at sa gayo\'y sinasala ng kalapit; dito\'y nagmumula ang isang pagmamatuwiran, at ang dalawang nagtatalo\'y nagcacaroon ng canicaniyang mga cacampi: ang wika ng iba\'y ang cuchara, anang iba nama\'y ang tenedor o ang cuchillo, at sa pagka\'t wala silang kinikilalang capuwa batang lalong marunong kay sa iba, doo\'y nangagcacaingay ng di sapala, o, sa lalong maliwanag na sabi, sila\'y nangagmamatuwirang wangis sa pagtatalo ng mga teologo.', ""4454: —Tunay ang sabi mo Petra; ako ma'y naniniwala ang anak mo'y nagcacaroon ng mataas na catungculan ... ang cababaa'y patriarca.""]"
nasubucan,2,0,C_TO_K,nasubukan,HIGH,REVIEW,"[""2700: Hindi miminsang nasubucan ang taong ito ni Maria Clarang siya'y pinagmamasdan: kung nagcacagayo'y dalidaling tumitingin siya sa ibang daco at tumatanaw sa malayo, sa bundok, sa pampang."", ""5927: Datapwat sa pagka't anaki'y mandin nagcacailangan ang pighati ng pag-iisa at ng pagka walang nacamamalay, upang lumala, ng makita ni Maria Clarang siya'y nasubucan, untiunting tumiguil ng pagbubuntong hininga, pinahid ang kanyang mga mata, na walang sinasabing ano man at hindi sumasagot sa kanyang tia ng kahi't cataga.""]"
calicot,2,0,C_TO_K,kalikot,HIGH,REVIEW,"[""4440: —ang sabi ng isang babaeng tagabukid sa isang matandang lalaking nagdidicdic ng hitso sa kanyang calicot;—magpapari ang aking si Andoy, kahi't aayaw ang aking asawa."", ""4458: At taglay ng mabait na matanda ang ganitong pag asa'y sinicsicang mainam ng maraming hitso ang kanyang calicot.""]"
mapagpasuco,2,0,C_TO_K,mapagpasuko,HIGH,REVIEW,"[""5640: kung macasal na sila'y ipag-uutos na niyang huwag gumamit; na marami ng culubot ang balat, ngunit ang levita niya'y lalo ng maraming guisi at mga sursi, na yao'y isang matandang babaeng mapagyabang, mapagpasuco at asal lalaki, datapwat ang gutom ay lalo ng asal lalaki, lalo ng mapagpasuco at lalo pa manding mapagyabang, at bucod sa roo'y kaya nga naman catutubo na niya ang pagkamatimyas na ugali, at ¿sino ang nacacaalam?"", ""5640: kung macasal na sila'y ipag-uutos na niyang huwag gumamit; na marami ng culubot ang balat, ngunit ang levita niya'y lalo ng maraming guisi at mga sursi, na yao'y isang matandang babaeng mapagyabang, mapagpasuco at asal lalaki, datapwat ang gutom ay lalo ng asal lalaki, lalo ng mapagpasuco at lalo pa manding mapagyabang, at bucod sa roo'y kaya nga naman catutubo na niya ang pagkamatimyas na ugali, at ¿sino ang nacacaalam?""]"
kinacailanga'y,2,0,C_TO_K,kinakailanga'y,HIGH,REVIEW,"[""1975: Ang unang kinacailanga'y magcaroon ng escuelahan, isang bahay, at hindi gaya ngayong doon ako nagtuturo sa tabi ng coche ng pari cura, sa silong ng convento."", ""4714: Bukas macalawa'y mamamatay rin kami, namamatay ang marunong na gawa rin ng mangmang ... ang kinacailanga'y mamuhay ng payapa.""]"
macapagturo,2,0,C_TO_K,makapagturo,HIGH,REVIEW,"[""1977: Inyong natatalastas na sa ganya'y hindi maaaring macapagturo at makapag-aral; hindi iguinagalang ng bata ang maestro, mula sa sandaling nakikitang linalapastangan at hindi siya pinagbibigyang catuwiran."", '2073: Sa pagka\'t wala akong mga ""mapa"" upang sa kanila\'y macapagturo ako ng Geografia, sinalin ko ang isang mapang nakita ko sa ""cabecera"" (pangulong bayan ng lalawigan), at sa pamamag-itan ng sinalin kong ito, at ng mga baldosa ng yapacan, na iulat ko sa kanila ng caunti ang anyo nitong ating lupain.']"
caalang-alanganan,2,0,C_TO_K,kaalang-alanganan,HIGH,REVIEW,"[""1978: Upang pakinggan ang maestro, ng hindi pag-alinlanganan ang kanyang kapangyarihan, nagcacailangang siya'y caalang-alanganan, magcaroon ng dangal, magtaglay ng lakas dahil sa pagpipitagan sa kanya, magcaroon ng calayaang tangi, at ipahintulot po ninyong sa inyo'y ipahayag ang mga malulungcot na nangyayari."", '6259: Inubos niya ang kaya sa pagsusuot ng lalong magaling niyang damit, at kanyang inilagay sa kanyang sutlang ""bata"" ang lahat niyang mga cintas at mga bulaklak, upang siya\'y caalang-alanganan ng mga ""provinciano"" at maipakilala sa kanila kung gaano calaki ang kanilang calayuan sa kanyang mahal na cataohan; kaya\'t cumapit sa bisig ng kanyang pilay na asawa at nagpakendengkendeng sa mga lansangan ng bayan, sa gitna ng pangguiguilalas at pagtataca ng mga tagaroon.']"
cadilimang,2,0,C_TO_K,kadilimang,HIGH,REVIEW,"[""3589: Sumasadilim ang kanyang mukha dahil sa kanyang salacot; ngunit manacanacang nagmumula sa cadilimang iyon ang dalawang kislap, na pagdaca'y napapawi."", '3593: Pagka wala ng lumalapit na sino man, nangagsisilabas sa mga cadilimang iyon ang ibang mga tinig na lalong malulungccot, ngunit hindi na totoong nacalulunos, napasasalamat marahil; dinarampot ang kanyang baculan at saka lumalayo upang ulitin ang gayon ding gawa sa ibang lugar naman.']"
cumacayat,2,0,C_TO_K,kumakayat,HIGH,REVIEW,"['4445: At cumacayat ang laway ng mabait na ina sa panonood sa kanyang anak na hinahawacan ang tenedor ng dalawang kamay.', '7611: Hindi na nacawingi ang mukha ni Tarsilo; nasisilip sa nacasiwang na pangisap ang puti ng mata, lumalabas sa bibig ang tubig na pusaling may cahalong cumacayat na dugo; humihihip ang hanging malamig, ngunit hindi na nangangangaligkig ang kanyang katawan.']"
casasabi,2,0,C_TO_K,kasasabi,HIGH,REVIEW,"['2192: —Bucod pa sa roon, upang makita ng ating mga kapit-bayang tayo\'y mga taong walang hinayang at nagcacanlalabis sa atin ang salapi—ang ipinagpatuloy ni Don Filipo, na itinaas ang voces at matuling sinulyap ang pulutong ng mga matatanda,—aking iniaanyaya: una, apat na ""hermano mayor"" sa dalawang araw na fiesta, at icalawa, ang itapon sa dagatan sa araw araw ang dalawang daang inahing manok na pinirito, isang daang capong ""rellenado"" at limampong lechon, gaya ng ginagawa ni Sila, sa panahon ni Cieston, na bagong casasabi pa lamang ni kapitang Basilio.', ""4348: Ngunit higuit sa aking kaya ang pagmamatuwirang ito,—ang kanyang idinugtong at binago ang anyo ng pananalita,—at nililibang ko po sayo ngayong kayo'y hinihintay; Huwag po ninyong calimutan ang casasabi ko pa sa inyo: may mga kaaway kayo; magpacabuhay po kayo sa icagagaling ng inyong tinubuang bayan.""]"
cadalisayan,2,0,C_TO_K,kadalisayan,HIGH,REVIEW,"['1417: Ang Justicia, ang cadalisayan ng Dios ...', ""6414: Itinunghay sa kaniya ng dalaga ang kanyang magagandang mga matang puspos cadalisayan at calungcutan, taglay ang lalong matinding samo at mapanghalinang pakikiusap, na ano pa't si Ibarra'y huminto sa pagka patigagal.""]"
icawalong,2,0,C_TO_K,ikawalong,HIGH,REVIEW,"['1299: —¡Aayaw po caming paalisin ng sacristan mayor hanggang hindi tumutugtog ang icawalong horas—ang sagot ng pinacamatanda.', '1514: —¡Ikaw man naman ay hindi macaaalis sa icawalong oras; hanggang sa icasampo!']"
conventong,2,0,C_TO_K,konventong,HIGH,REVIEW,"['651: Doon sa conventong iyong sacali\'t nakikipanayam sa mundo\'y sa pamamag-itan ng mga rejang lambal, at sa ilalim pa ng pagbabantay ng ""Madre-Escucha"", natira si Maria Clarang pitong taon.', '3559: Nagdaan sila sa harapan ng conventong tahanan ng cura, na ang katotohanan ay hindi sahol sa mga ibang lugar sa casayahan.']"
cawawaang,2,0,C_TO_K,kawawaang,HIGH,REVIEW,"[""7767: —Sinabi ko na: ipinapahamac ng mga jesuita ang lupaing ito, pinahahalay ang ugali ng kabataan; datapwat pinababayaan, sila't dahil sa gumuguhit sa papel ng ilang mga walang cawawaang cahig manok kung lumilindol...."", ""7786: Nacakikilala ako ng isang sa lalong walang cabuluha'y nagcamit ng mitra: sumulat ng isang walang cawawaang aclat, ipinakilalang walang kaya ang mga indio kung hindi sa mga gawain ng kamay ...""]"
nacasagot,2,0,C_TO_K,nakasagot,HIGH,REVIEW,"['670: Namula si Mariang tulad sa ""amapola"" pagkarinig niya nitong huling pangalan, at hindi nacasagot.', ""1241: Si Fr. Salving namutla, at nangatal ng mabasa niya ang mga damdaming nalalarawan sa mukha ng binata'y hindi nacasagot; nawalan ng diwa.""]"
