token,count,proposed_modern
malungcuting,1,malungcuting
nagpacahandusay,1,nagpacahandusay
huhucay,1,huhucay
mangacacakita,1,mangacacakita
nagcunot,1,nagcunot
nagcacaingin,1,nagcacaingin
hamac,1,hamac
wawacasan,1,wawacasan
magpapacain,1,magpapacain
pagcucura,1,pagcucura
malungcutin,1,malungcutin
paghilic,1,paghilic
hucot,1,hucot
PUBLICO,1,PUBLICO
Andalucia,1,Andalucia
pagpapalacad,1,pagpapalacad
pinacatangcay,1,pinacatangcay
pagcapabaya,1,pagcapabaya
namintacasi,1,namintacasi
Baco,1,Baco
pakikipacatoto,1,pakikipacatoto
pagputoc,1,pagputoc
canicanino,1,canicanino
Convalecencia,1,Convalecencia
pagcacalam,1,pagcacalam
iniwawasac,1,iniwawasac
caguiclaguiclang,1,caguiclaguiclang
pagcaguiba,1,pagcaguiba
lagapacan,1,lagapacan
macasangdaan,1,macasangdaan
tric,1,tric
trac,1,trac
nacasarang,1,nacasarang
nagtataguctucan,1,nagtataguctucan
pinacatugon,1,pinacatugon
casingganda,1,casingganda
pagyacag,1,pagyacag
humihibic,1,humihibic
macapailanglang,1,macapailanglang
Mahabaguin,1,Mahabaguin
nacacahalo,1,nacacahalo
Kinabucasan,1,Kinabucasan
cagandaha,1,cagandaha
catamisa,1,catamisa
macacawangis,1,macacawangis
hospicio,1,hospicio
hinahacang,1,hinahacang
tinangca,1,tinangca
Cautusan,1,Cautusan
WACAS,1,WACAS
cirujano,1,cirujano
Colado,1,Colado
macacatulad,1,macacatulad
umiiguib,1,umiiguib
macetas,1,macetas
patirican,1,patirican
pagcalagpac,1,pagcalagpac
pagcarapa,1,pagcarapa
pagcatimbuang,1,pagcatimbuang
macapanhic,1,macapanhic
culuong,1,culuong
clavicordio,1,clavicordio
vertical,1,vertical
nacabigkis,1,nacabigkis
nacacastilaan,1,nacacastilaan
biscuit,1,biscuit
caña,1,caña
dulce,1,dulce
Claro,1,Claro
nacalupig,1,nacalupig
Constabularia,1,Constabularia
americano,1,americano
Secreta,1,Secreta
Benedicto,1,Benedicto
pagbubucod,1,pagbubucod
Enrique,1,Enrique
critico,1,critico
pagcacaisa,1,pagcacaisa
Nagcacaequinoccio,1,Nagcacaequinoccio
Oceania,1,Oceania
pagcutya,1,pagcutya
Caacbay,1,Caacbay
cutad,1,cutad
Sacsi,1,Sacsi
nacatatawa,1,nacatatawa
caymangui,1,caymangui
nacapangumpisal,1,nacapangumpisal
macawatas,1,macawatas
ikinucumpisal,1,ikinucumpisal
Diccionariong,1,Diccionariong
franciscana,1,franciscana
dominicana,1,dominicana
estancado,1,estancado
nacabibili,1,nacabibili
nacapagbibili,1,nacapagbibili
Alac,1,Alac
Cadiz,1,Cadiz
Cismatica,1,Cismatica
Grecia,1,Grecia
nacasakit,1,nacasakit
cutyain,1,cutyain
Vuesarevencia,1,Vuesarevencia
Capansanan,1,Capansanan
excelencia,1,excelencia
tagatangkilic,1,tagatangkilic
mapahamac,1,mapahamac
cahigpita,1,cahigpita
manghimagsic,1,manghimagsic
tinatangkilic,1,tinatangkilic
catacsilan,1,catacsilan
macasanib,1,macasanib
taguilirang,1,taguilirang
McKinley,1,McKinley
isinuco,1,isinuco
macaguibic,1,macaguibic
itinanggui,1,itinanggui
nanghimagsic,1,nanghimagsic
nagpapaunlac,1,nagpapaunlac
Censo,1,Censo
nangagsipagbaca,1,nangagsipagbaca
nacabaca,1,nacabaca
Corona,1,Corona
Conde,1,Conde
pinacamabuti,1,pinacamabuti
Zumalacarregui,1,Zumalacarregui
Cumilala,1,Cumilala
sumuco,1,sumuco
Chapa,1,Chapa
nacacawala,1,nacacawala
macafraileng,1,macafraileng
caharia,1,caharia
Cristinang,1,Cristinang
carlismo,1,carlismo
macucuro,1,macucuro
sawicain,1,sawicain
ahorcan,1,ahorcan
nilalagoc,1,nilalagoc
naguiguiug,1,naguiguiug
sangcapuluang,1,sangcapuluang
revoluciong,1,revoluciong
caalipinan,1,caalipinan
magpaunlac,1,magpaunlac
mangaguising,1,mangaguising
carimarimarim,1,carimarimarim
Schwart,1,Schwart
Caraniwan,1,Caraniwan
Nagpapatumpictumpic,1,Nagpapatumpictumpic
Licino,1,Licino
Lucalo,1,Lucalo
malucong,1,malucong
Cahulugan,1,Cahulugan
Bucal,1,Bucal
nagcacasticastilaan,1,nagcacasticastilaan
Guillermo,1,Guillermo
Macbet,1,Macbet
Mercader,1,Mercader
Venecia,1,Venecia
Pentatesco,1,Pentatesco
castilas,1,castilas
chica,1,chica
Catutubong,1,Catutubong
tagaacay,1,tagaacay
Pagcakilalang,1,Pagcakilalang
panglibac,1,panglibac
Cuestion,1,Cuestion
Colonial,1,Colonial
sinasalaguimsiman,1,sinasalaguimsiman
Eco,1,Eco
clerigo,1,clerigo
macabayang,1,macabayang
Alarcon,1,Alarcon
Guimera,1,Guimera
Coute,1,Coute
Marcelo,1,Marcelo
Dingguin,1,Dingguin
Fiscal,1,Fiscal
nacapagharap,1,nacapagharap
pagpapanucala,1,pagpapanucala
Ejecutivo,1,Ejecutivo
nangatitic,1,nangatitic
Escritosa,1,Escritosa
Wenceslao,1,Wenceslao
pagcapasala,1,pagcapasala
Locales,1,Locales
Correos,1,Correos
caunaunaha,1,caunaunaha
kacal,1,kacal
Guinto,1,Guinto
Niepce,1,Niepce
nacagagawa,1,nacagagawa
kinacatawang,1,kinacatawang
Congreso,1,Congreso
Constitucional,1,Constitucional
nacasasansala,1,nacasasansala
cahariang,1,cahariang
maiuucol,1,maiuucol
Lucrecio,1,Lucrecio
fecit,1,fecit
cap,1,cap
versiculong,1,versiculong
nacapacong,1,nacapacong
magcanugnog,1,magcanugnog
Carunungang,1,Carunungang
pinagcacakilanlan,1,pinagcacakilanlan
Caranungang,1,Caranungang
pagcakilalang,1,pagcakilalang
Mercurio,1,Mercurio
telescopio,1,telescopio
caligpitan,1,caligpitan
pagcadalaga,1,pagcadalaga
Tercer,1,Tercer
magpapacalinis,1,magpapacalinis
magpapacarukha,1,magpapacarukha
pagcacatayo,1,pagcacatayo
Despacho,1,Despacho
fechang,1,fechang
Cedula,1,Cedula
macapaglagay,1,macapaglagay
macagamit,1,macagamit
mamalagui,1,mamalagui
macararaan,1,macararaan
cacabit,1,cacabit
doctrina,1,doctrina
pagpapacabanal,1,pagpapacabanal
directorang,1,directorang
pinacasingsing,1,pinacasingsing
camau,1,camau
nangagcacaiba,1,nangagcacaiba
macunat,1,macunat
hayuco,1,hayuco
namamaguitna,1,namamaguitna
guindillo,1,guindillo
Ecuador,1,Ecuador
Capriconio,1,Capriconio
Sasacyang,1,Sasacyang
tatagalugui,1,tatagalugui
Cometa,1,Cometa
liniliguiran,1,liniliguiran
Ceres,1,Ceres
Fenicia,1,Fenicia
Caunaunahang,1,Caunaunahang
edificiong,1,edificiong
Florencio,1,Florencio
Pangguitla,1,Pangguitla
cabulaanang,1,cabulaanang
pagwawasac,1,pagwawasac
Calunuran,1,Calunuran
catiyap,1,catiyap
Britanico,1,Britanico
Lucano,1,Lucano
pagpipiguil,1,pagpipiguil
Levitico,1,Levitico
pagpapacababa,1,pagpapacababa
Zacarias,1,Zacarias
pinagcadahilanan,1,pinagcadahilanan
magcatipon,1,magcatipon
Cronica,1,Cronica
Cristianismo,1,Cristianismo
Cristianong,1,Cristianong
pagcasundalo,1,pagcasundalo
magcasaliw,1,magcasaliw
tapacan,1,tapacan
sicaran,1,sicaran
escandalo,1,escandalo
Sawicaing,1,Sawicaing
capanig,1,capanig
adhicain,1,adhicain
Curang,1,Curang
curacurahan,1,curacurahan
chocolateng,1,chocolateng
francesa,1,francesa
Isaac,1,Isaac
pamamaguitan,1,pamamaguitan
Bizancio,1,Bizancio
pangpatiguil,1,pangpatiguil
nacacatawag,1,nacacatawag
electricidad,1,electricidad
natatangkilic,1,natatangkilic
pinuputucan,1,pinuputucan
diplomatico,1,diplomatico
fisico,1,fisico
economista,1,economista
ceremoniang,1,ceremoniang
Aristocles,1,Aristocles
calaparan,1,calaparan
discipulo,1,discipulo
Patriarca,1,Patriarca
Georgicas,1,Georgicas
Pontificado,1,Pontificado
Canzones,1,Canzones
Banquete,1,Banquete
Eloquio,1,Eloquio
uculan,1,uculan
tagapaglingcod,1,tagapaglingcod
publicista,1,publicista
republicana,1,republicana
sunuguing,1,sunuguing
Inquisiciong,1,Inquisiciong
Barquero,1,Barquero
Aqueronte,1,Aqueronte
Caron,1,Caron
Camatayan,1,Camatayan
cabangisang,1,cabangisang
pakikipabaca,1,pakikipabaca
celta,1,celta
cazador,1,cazador
casiping,1,casiping
Roca,1,Roca
gnostico,1,gnostico
ecumenico,1,ecumenico
sarraceno,1,sarraceno
secta,1,secta
macakilos,1,macakilos
Castro,1,Castro
parroco,1,parroco
Cavite,1,Cavite
isinasawicang,1,isinasawicang
cabulagan,1,cabulagan
binubuca,1,binubuca
pagaacsaya,1,pagaacsaya
cahulagan,1,cahulagan
catibayang,1,catibayang
Administracion,1,Administracion
publica,1,publica
nangangalacal,1,nangangalacal
casaronse,1,casaronse
cazaronse,1,cazaronse
Victis,1,Victis
nagwawagui,1,nagwawagui
tumatanggui,1,tumatanggui
capuluang,1,capuluang
camote,1,camote
sumucob,1,sumucob
pagcabutibuti,1,pagcabutibuti
Magculang,1,Magculang
cumarimot,1,cumarimot
