token,count,example_contexts,chapters
nangaco,2,"Casabihang may isang Cristo raw sa España, na nang siya'y tawaguing sacsi ng mga nangaco sa pagsinta, siya'y sumang-ayo't nagpatotoo, sa pamamag-itan ng minsang pagtango ng ulo sa harap ng hucom; may isang Cristo namang tinanggal sa pagkapaco ang canang kamay upang yacapin si Santa Lutgarda; at ¿ano? | Datapwat siya'y pinacaaalagaan ng canyang mga caibigang babae, ng canyang ama at ng canyang tia; nagpapadala ng mga pamisa at ng mga limos sa lahat ng mga larawang mapaghimala; nangaco si capitan Tiagong maghahandog ng isang bastong guinto sa Virgen sa Antipolo, at sa cawacasa'y nagpasimula ng untiunting paghibas ng lagnat ng buong cahusayan.","noli:44,noli:6"
pagkapaco,2,"Casabihang may isang Cristo raw sa España, na nang siya'y tawaguing sacsi ng mga nangaco sa pagsinta, siya'y sumang-ayo't nagpatotoo, sa pamamag-itan ng minsang pagtango ng ulo sa harap ng hucom; may isang Cristo namang tinanggal sa pagkapaco ang canang kamay upang yacapin si Santa Lutgarda; at ¿ano? | —Naalis ang pagkapaco ng cabaong, umaalingasaw ... at mapilitan cang pasanin mo ang cabaong na iyon, at umuulan at caming dalawa'y capuwa basa at....","noli:6,noli:12"
canang,2,"Casabihang may isang Cristo raw sa España, na nang siya'y tawaguing sacsi ng mga nangaco sa pagsinta, siya'y sumang-ayo't nagpatotoo, sa pamamag-itan ng minsang pagtango ng ulo sa harap ng hucom; may isang Cristo namang tinanggal sa pagkapaco ang canang kamay upang yacapin si Santa Lutgarda; at ¿ano? | at o ng paghinto dakilang iniunat niya ang canyang canang kamay sa dakong altar at tumitig sa Alcalde, naghalukipkip pagkatapos, na walang ano mang sinasabi; ngunit caguinsaguinsa'y inihalili sa mahinhing kilos ang cagalawan, iniling-ay sa licod ang ulo, itinuro ang dakong pintong malaki na pinutol ang hangin sa pamamag-itan ng taguiliran ng kamay ng buong cabilisan, hanggang sa acalain ng mga sacristang ang cahulugan ng gayong galaw ay ipinag-uutos sa kanilang isara ang mga pinto, at gayon nga ang kanilang ginawa; nagdamdam ligalig ang alferez at nag-alinlangan kung siya'y lalabas o hindi; datapwat nagpapasimula na ang nagsesermon ng pananalitang malacas, puno at mataguinting: tunay nga pala namang totoong matalino sa panggagamot ang dating canyang tagaalagang babae.","noli:31,noli:6"
kinumpascumpas,2,"hindi ba nababasa ni Kapitang Tiago sa isang maliit na librong hindi pa nalalaong inilalathala, tungkol sa isang pagsesermong ginawa sa pamamag-itan ng tinangotango at kinumpascumpas ng isang larawan ni Santo Domingo sa Soriano? | Walang sinabing ano man lamang salita ang santo; ngunit naacala o inacala ng sumulat ng librito, na ang sinabi ni Santo Domingo sa canyang mga tinangotango at kinumpascumpas ay ipinagbibigay alam ang pagkatapos ng santinacpan ¿Hindi ba sinasabi namang malaki ang pamamaga ng isang pisngi kay sa cabila ng Virgen de Luta ng bayan ng Lipa at capol ng putic ang mga laylayan ng canyang pananamit?",noli:6
castillero,2,"Kinalulugdan ng mga cura, iguinagalang ng mga sacristan, sinusuyo ng magcacandilang insic at ng mga castillero, si Kapitang Tiago'y lumiligaya sa religion dito sa lupa, at sinasabi ng mga matataas at banal na mga taong sa langit man daw ay malaki rin ang lacas ng canyang kapangyarihan. | Ipagawa natin sa mga castillero sa Malabon.","noli:20,noli:6"
Oficial,2,"Walang cayang umisip ng ano mang bagong bagay, nagagalac na sa canyang casalucuyang pamumuhay, kailan ma'y laguing laang tumalima sa catapustapusang Oficial quinto sa lahat ng mga oficina, maghandog ng mga hitang jamon, mga capon, mga pavo, mga bungang kahoy at halamang galing sa Sunsong sa alin mang panahon ng isang taon. | Siya'y na pa sa Pilipinas na ang catungcula'y Oficial Quinto sa mga Aduana, datapwat totoong napacalihis ang canyang palad, na bucod sa siya'y nahilong mainam at nabalian siya ng isang hita samantalang naglalacbay-dagat, binawian siya ng catungculan ng macaraan ang labing limang araw mula ng siya'y dumating, pagbawing sa capanahuna'y dinala sa kanya ng ""Salvadora"", ng wala na siya cahit isang cuarta man lamang.","noli:6,noli:42"
Malacanyang,2,"Sa dalawang taong canyang pangangapita'y nacasira siya ng sampong frac, sampong sombrerong de copa at anim na baston: ang frac at sombrero de copa'y sa Ayuntamiento, sa Malacanyang at sa cuartel; ang sombrero de copa at ang frac ay sa sabungan, sa pamilihan, sa mga procesion, sa mga tindahan ng mga insic, at sa ilalim ng sombrero at sa loob ng frac ay si Kapitang Tiagong nagpapawis at nag-eesgrima ng bastong may borlas, na nag uutos, naghuhusay at guinugulo ang lahat, taglay ang isang cahangahangang casipagan at isang pagkamatimtimang lalo pa manding cahangahanga. | Hindi nga naman naparoon ang teniente sa Malacanyang; ngunit naalaman din ng Capitan General ang nangyari.","noli:9,noli:6"
cahangahanga,2,"Sa dalawang taong canyang pangangapita'y nacasira siya ng sampong frac, sampong sombrerong de copa at anim na baston: ang frac at sombrero de copa'y sa Ayuntamiento, sa Malacanyang at sa cuartel; ang sombrero de copa at ang frac ay sa sabungan, sa pamilihan, sa mga procesion, sa mga tindahan ng mga insic, at sa ilalim ng sombrero at sa loob ng frac ay si Kapitang Tiagong nagpapawis at nag-eesgrima ng bastong may borlas, na nag uutos, naghuhusay at guinugulo ang lahat, taglay ang isang cahangahangang casipagan at isang pagkamatimtimang lalo pa manding cahangahanga. | Diyan magsasaysay ng mga cahangahanga ang comediang Tundo, at makikipag-unahan sa mga dios sa cababalaghan: diyan cacanta at sasayaw si na Marianito, Chananay, Balbino, Ratia, Carvajal, Yeyeng, Liceria at iba pa.","noli:26,noli:6"
nacababagabag,2,"Ngunit hindi nacababagabag ng canyang pagtulog ang lahat ng ito; hindi nacaliligalig ng canyang catahimican ang sino mang dalaga; isang matandang babae ang siyang nacapagpapahirap ng canyang loob, isang matandang babaeng nakikipagtaasan sa kanya ng pamimintacasi na naging dapat magtamo sa maraming cura ng lalong malalaking pagpupuri at pagpapaunlac kay sa mga kinamtan niya ng panahong siya'y guinagaling. | ""Alinsunod nga sa aming sinasaysay, napanood namin ang isang nangyaring lubhang nacapagtuturo at nacababagabag ng loob.","noli:6,noli:28"
mapanghawacan,2,"Hinihintay ni Kapitang Tiago na bawa't araw ay titiguil ng paghinga ang matandang babaeng ito, o matatalo kaya ang lima o anim na usapin sa paglilincod lamang sa Dios; ang casamaang palad ay ipinagcasanggalang ang mga usaping iyon ng lalong magagaling na abogado sa Real Audiencia, at tungkol sa canyang buhay, walang sucat na mapanghawacan sa kanya ang sakit, ang cawangis niya'y cawad na patalim, marahil ng may mapanghinularan ang mga calolowa, at cumacapit dito sa bayan ng luhang gaya ng mahigpit na pagkapit ng galis sa balat ng tao. | Liban na lamang sa ilang mga talatang may culabong pananalita, na isinulat ng binatang ito sa isang babae, bago siya yumaong ang tungo'y sa Europa, mga talatang kinakitaan ng fiscal ng isang balac at isang bala laban sa Gobierno, na canyang kinilalang siya nga ang may sulat, walang nasumpungang ano mang bagay na mapanghawacan upang siya'y mabigyang casalanan.","noli:59,noli:6"
napacaramot,2,"Tungkol sa panahong nacaraa'y siya'y bugtong na anak ng isang mag-aasucal sa Malabong mayaman din naman ang pagkabuhay, ngunit napacaramot, na ano pa't hindi nagcagugol ng isang cuarta man lamang sa pagpapaaral sa canyang anak, kaya't naging alila si Santiaguillo ng isang mabait na dominico na pinagsicapang ituro ang lahat ng maituturo at nalalaman niya. | —At ako,—ang sinabi naman ng isang babae, na umagaw ng pananalita sa payat;—ang asawa ni kapitang Tinong ay napacaramot ... hangga ngayo'y hindi pa tayo pinadadalhan ng ano mang hangdog, gayong tayo'y napaparoon na sa canyang bahay.","noli:6,noli:58"
nagcagugol,2,"Tungkol sa panahong nacaraa'y siya'y bugtong na anak ng isang mag-aasucal sa Malabong mayaman din naman ang pagkabuhay, ngunit napacaramot, na ano pa't hindi nagcagugol ng isang cuarta man lamang sa pagpapaaral sa canyang anak, kaya't naging alila si Santiaguillo ng isang mabait na dominico na pinagsicapang ituro ang lahat ng maituturo at nalalaman niya. | Ito'y isang culang palad na hindi nag-uutos, siya ang sumusunod; hindi nacapagmumura kanino man, siya ang minumura; hindi nagagawa niya ang maibigan, ginagawa sa kanya ang calooban ng iba; ang capalit nito'y nananagot siya sa Alcalde mayor ng lahat ng sa kanya'y ipinag-utos, ipinagawa at ipinatatag sa kanya ng mga iba, na para manding nanggaling sa bungo ng canyang ulo ang lahat ng iyon; ngunit dapat sabihin, sa icapupuri niya, na ang catungculang canyang hawac ay hindi niya ninacaw o kinamcam: upang tamuhi'y nagcagugol siya ng limang libong piso, at maraming cadustaan, ngunit sa napapakinabang niya'y canyang inaacalang murangmura ang mga gugol na iyon.","noli:11,noli:6"
caligayahang,2,"Ng magtatamo na si Santiago ng caligayahang siya'y tawaguing ""logico"", sa macatuwid baga'y ng siya'y mag-aaral na ng ""Logica"", ang pagkamatay ng sa kanya'y nagtatangkilic, na sinundan ng pagkamatay ng canyang ama, ang siyang nagbigay wacas ng canyang mga pag-aaral, at ng magcagayo'y napilitang siyang mangasiwa sa paghahanap-buhay. | Ngunit hindi pinapansin ng binata ang caligayahang itong inihahandog sa canyang pagbalic sa lumang bahay: nacapaco ang canyang mga mata sa anyo ng isang sacerdoteng canyang macacasalubong.","noli:13,noli:6"
macasal,2,"Naguiguing isang gawang dapat sisihin ang malabis nilang pag-susumakit sa pagpaparami ng cayamanan, dahil sa sila'y hindi nagcacaanac, mula ng sila'y macasal na may anim na taon na, at gayon ma'y matuwid, mataba at timbang na timbang ang pangangatawan ni Doña Pia. | kung macasal na sila'y ipag-uutos na niyang huwag gumamit; na marami ng culubot ang balat, ngunit ang levita niya'y lalo ng maraming guisi at mga sursi, na yao'y isang matandang babaeng mapagyabang, mapagpasuco at asal lalaki, datapwat ang gutom ay lalo ng asal lalaki, lalo ng mapagpasuco at lalo pa manding mapagyabang, at bucod sa roo'y kaya nga naman catutubo na niya ang pagkamatimyas na ugali, at ¿sino ang nacacaalam?","noli:6,noli:42"
azucena,2,"Ang mga fraile ma'y linalaro siya pagka isinasama sa mga procesiong puti ang pananamit, nalalala sa canyang malago at culot na buhoc ang mga sampaga at mga azucena, may dalawang maliliit na pacpac na pilac at guintong nacacabit sa licuran ng canyang pananamit, at may tangang dalawang calapating puting may mga taling cintas na azul. | Na sa canyang siping ang canyang dalawang caibigang babae at si Andeng na may babae na isang sanga ng azucena.","noli:6,noli:42"
conventong,2,"Doon sa conventong iyong sacali't nakikipanayam sa mundo'y sa pamamag-itan ng mga rejang lambal, at sa ilalim pa ng pagbabantay ng ""Madre-Escucha"", natira si Maria Clarang pitong taon. | Nagdaan sila sa harapan ng conventong tahanan ng cura, na ang katotohanan ay hindi sahol sa mga ibang lugar sa casayahan.","noli:27,noli:6"
pinagcayarian,2,"Taglay ng bawa't isa ang canicanicalang inaacalang icagagaling ng sariling pagkabuhay, at sa kanilang pagkahiwatig ng hilig ng isa sa isa ng mga bata, pinagcayarian ni Don Rafael at ni Kapitang Tiago, ang pagpapacasal sa kanilang mga anak, at sila'y nangagtatag ng samahan. | Naalaman niya, sa pamamag-itan ng telegramang inihandog sa canyang anak na babaeng si Sinang, na natatalos ni Ibarra ang canyang pananalo sa usapin, ayon sa hatol ng hucom, at dahil dito'y sa pagka't aayaw siyang pagahis sa cagandahan ng loob, canyang ipinakiusap na pawalang cabuluhan ang pinagcayarian ng sila'y maglaro ng ajedrez.","noli:27,noli:6"
Ancora,2,"Maagang nangagsimba ng umagang iyon si tia Isabel at si Maria Clara: mainam na totoo ang pananamit nito at may tangang isang cuintas na azul ang mga butil, na inaari niyang parang brazalete, at may salamin sa mata si tia Isabel, upang mabasa ang dalang ""Ancora de Salvacion"", samantalang nagmimisa. | Hala, ¿ibig mo bang dalhin ko rito sa iyo ang ""Ancora"", ang ""Ramillete"" o ang ""Matuwid na landas ng pagpasa langit""?","noli:7,noli:44"
nacasagot,2,"Namula si Mariang tulad sa ""amapola"" pagkarinig niya nitong huling pangalan, at hindi nacasagot. | Si Fr. Salving namutla, at nangatal ng mabasa niya ang mga damdaming nalalarawan sa mukha ng binata'y hindi nacasagot; nawalan ng diwa.","noli:7,noli:13"
halica,2,"—¡Hala, maghusay ka, halica! | ¡halica at huwag cang magpahintay!",noli:7
cataohang,2,"Sa mga sandaling yaon, pagka nagcacawatasan ang dalawang linikhang sumasaligaya sa kilos ng mga balintataong natatabingan ng mga pilic-matang pinaglalampasanan ng pag-iisip, ang pananalita'y mabagal, magaspang, mahina, wangis sa ugong ng culog na nangangalagcag at walang tuos kung isusumag sa nacasisilaw na liwanag at mabilis ng kidlat: nagsasaysay ng isang damdaming kilala na, isang isipang napag-uunawa, na, at kaya lamang guinagamit ito'y sa pagka't ang mithi ng puso'y siyang nacapangyayari sa buong cataohang saganang sagana sa galac, ibig na ang buong katawan niyang kasama ang lahat ng sancap na laman, buto at dugo at ang buong caisipan ay magsaysay ng hiwagang mga catowaang inaawit ng espiritu. | Pagka ako'y naghihingalo na, ihahandog ko sa kanya ang aking cataohang walang camunti mang tacot; gawin sa akin ang bawa't ibiguin.","noli:7,noli:14"
alicaboc,2,"At pagkatapos, sa pagtacas ng dalawang nagsisintahan sa ""plumero"" ng tia Isabel na nagpapabangon sa alicaboc, sila'y pumaroon sa azotea upang sila'y macapag-usap ng buong calayaan sa silong ng mga balag; ¿ano ang kanilang pinag-usapan ng marahan at nanginginig kayo, mga maliliit na bulaclac ng ""cabello-de-angel""? | Nang mapawi-pawi na ang sumilacbong alicaboc, nakita nilang nacatayo si Ibarra sa gitna ng mga cahabaan, mga cawayan, malalaking mga lubid, sa pag-itan ng torno at ng malaking bato, na sa pagbaba ng gayong cabilis, ang lahat ay ipinagpag at pinisa.","noli:7,noli:32"
cabello,2,"At pagkatapos, sa pagtacas ng dalawang nagsisintahan sa ""plumero"" ng tia Isabel na nagpapabangon sa alicaboc, sila'y pumaroon sa azotea upang sila'y macapag-usap ng buong calayaan sa silong ng mga balag; ¿ano ang kanilang pinag-usapan ng marahan at nanginginig kayo, mga maliliit na bulaclac ng ""cabello-de-angel""? | Ang langit ay azul: nagpapagalaw ng mga dahon at ng mga bulaclac ng halamang gumagapang ang isang malamig na amihang hindi amoy rosa,—dahil dito'y nangagsisipanginig ang mga cabello—de—angel—ang mga halamang nacabitin, ang mga tuyung isda at ang mga lamparang galing sa China.",noli:7
cayabangan,2,"Nang magpasimula'y wala silang pinagsalitaanan kung di pawang mga cahalingan—iyang mga cahalingang totoong nacacawangis niyang mga cayabangan ng mga nacion sa Europa: masasarap at lasang pulot sa mga magcacanacion, datapwat nacapagtatawa o nacapagpapacunot sa kilay ng mga taga ibang lupain. | ¿Sino ang pumipilit sa aking ako'y maghambog, magsabi ng mga cabulastugan, magpakita ng mga cayabangan!","noli:7,noli:51"
nacapagpapacunot,2,"Nang magpasimula'y wala silang pinagsalitaanan kung di pawang mga cahalingan—iyang mga cahalingang totoong nacacawangis niyang mga cayabangan ng mga nacion sa Europa: masasarap at lasang pulot sa mga magcacanacion, datapwat nacapagtatawa o nacapagpapacunot sa kilay ng mga taga ibang lupain. | Hindi nacapagpapacunot ng alin mang bahagui ng canyang mukha ang masasayang tawanan at mga biruan ng mga binata't dalaga; hindi nacapagpapangiti sa canyang matatawaning si Sinang, na napipilitang sumandaling icucot ang kilay kung tumatanggap ng mga curot, upang manag-uli sa dating casayahan.","noli:7,noli:23"
caaliwan,2,"Laguing casamasama ko ang pag-aalaala ko sa iyo; iniligtas ako sa mga panganib ng paglalacad maguing caaliwan ko sa pag-iisa ng aking calolowa sa mga ibang lupain; ¡ang pag-aalaala sa iyo ang pumawi ng bisa ng ""loto"" ng Europa na cumacatcat ng mga pag-asa at ng casaliwaang palad ng kinaguisnang lupa sa caisipan ng maraming mga cababayan! | Naliwanagan ko rin namang pagka napapalo ang isa, nagtatamong caaliwan pagka napapalo naman ang mga iba, at ngumingiti sa towa pagka nariringig niya ang kanilang pag-iyac; at ang pinapamamalo, bagamat masama sa loob ang pagsunod sa unang araw, nabibihasa na kung matapos at ikinaliligaya ang cahapishapis niyang tungculin.","noli:7,noli:19"
nacatanaw,2,"Sa mga panaguimpan ko'y nakikita ko ikaw na nacatindig sa tabing dagat ng Maynila, nacatanaw sa malayong abot ng paninging nababalot sa malamlam na liwanag ng maagang pagbubucang liwayway; aking naririnig ang isang aaying-aying at malungcot na awit na sa aki'y pumupucaw ng nagugulaylay ng mga damdamin, at tinatawag ko sa alaala ng aking puso ang mga unang taon ng aking camusmusan, ang ating mga catuwaan, ang ating mga paglalaro, ang buong nacaraang maligayang panahong binigyan mong casayahan, samantalang doroon ka sa bayan. | Tila mandin nababagot si Ibarra at ang binatang piloto'y nacatanaw sa malayo at hindi cumikilos.","noli:7,noli:23"
